ans = x0 alpha lambda iteraciones punto-final
ans = (1.00, 1.00) 0.789 0.050 4264 (13.15, 24.13)
ans = (1.00, 1.00) 0.789 0.156 10000 (9.91, 23.27)
ans = (1.00, 1.00) 0.789 0.261 10000 (9.33, 20.31)
ans = (1.00, 1.00) 0.789 0.367 10000 (8.95, 18.56)
ans = (1.00, 1.00) 0.789 0.472 10000 (8.67, 17.35)
ans = (1.00, 1.00) 0.789 0.578 10000 (8.45, 16.44)
ans = (1.00, 1.00) 0.789 0.683 10000 (8.27, 15.72)
ans = (1.00, 1.00) 0.789 0.789 10000 (8.11, 15.12)
ans = (1.00, 1.00) 0.789 0.894 10000 (7.98, 14.62)
ans = (1.00, 1.00) 0.789 1.000 10000 (7.86, 14.19)
ans = (1.00, 1.00) 0.894 0.050 3773 (13.72, 23.94)
ans = (1.00, 1.00) 0.894 0.156 10000 (10.08, 24.04)
